,timestamp,symbol,side,price,quantity,buy_price,sell_price,pnl
0,2019-03-14,QQQ,buy,169.60660818341265,100,169.60660818341265,,
1,2019-03-14,TSLA,buy,19.506416214167416,100,19.506416214167416,,
2,2019-03-14,XLF,buy,23.17270101459956,100,23.17270101459956,,
3,2019-03-14,XLK,buy,33.91276183694327,100,33.91276183694327,,
4,2019-03-14,XLV,buy,81.68260373359657,100,81.68260373359657,,
5,2019-03-18,SPY,buy,254.4499515560906,100,254.4499515560906,,
6,2019-03-22,AAPL,buy,46.65631525055137,100,46.65631525055137,,
7,2019-03-22,MSFT,buy,112.34343392288623,100,112.34343392288623,,
8,2019-03-25,TSLA,sell,17.322656186913125,100,19.506416214167416,17.322656186913125,-218.3760027254291
9,2019-03-27,TSLA,buy,17.92562628580693,100,17.92562628580693,,
10,2019-04-24,TSLA,sell,17.59879516359559,100,17.92562628580693,17.59879516359559,-32.68311222113418
11,2019-04-30,TSLA,buy,16.145401594084696,100,16.145401594084696,,
12,2019-05-13,TSLA,sell,15.475066515902874,100,16.145401594084696,15.475066515902874,-67.03350781818216
13,2019-05-13,AAPL,sell,45.006565644511376,100,46.65631525055137,45.006565644511376,-164.97496060399968
14,2019-05-15,TSLA,buy,15.295644120834226,100,15.295644120834226,,
15,2019-05-16,AAPL,buy,45.534041036425215,100,45.534041036425215,,
16,2019-05-20,TSLA,sell,13.52676046238369,100,15.295644120834227,13.52676046238369,-176.88836584505373
17,2019-06-03,QQQ,sell,166.4139204717597,100,169.60660818341265,166.4139204717597,-319.2687711652951
18,2019-06-03,XLK,sell,33.87180915660473,100,33.91276183694327,33.87180915660473,-4.095268033853472
19,2019-06-03,QQQ,buy,166.4139204717597,100,166.4139204717597,,
20,2019-06-03,XLK,buy,33.87180915660473,100,33.87180915660473,,
21,2019-06-04,TSLA,buy,12.079369458782699,100,12.079369458782699,,
22,2019-06-06,TSLA,sell,13.636147213179395,100,12.079369458782699,13.636147213179395,155.67777543966966
23,2019-06-06,TSLA,buy,13.636147213179395,100,13.636147213179395,,
24,2019-06-18,MSFT,sell,126.62071004783535,100,112.34343392288623,126.62071004783535,1427.7276124949112
25,2019-06-19,MSFT,buy,127.38498189314524,100,127.38498189314524,,
26,2019-07-03,TSLA,sell,15.967313094001767,100,13.636147213179395,15.967313094001767,233.11658808223717
27,2019-07-05,TSLA,buy,15.645818549129084,100,15.645818549129084,,
28,2019-07-11,XLK,sell,37.9807597303591,100,33.87180915660473,37.9807597303591,410.8950573754363
29,2019-07-11,XLK,buy,37.9807597303591,100,37.9807597303591,,
30,2019-07-15,QQQ,sell,186.49036332814904,100,166.4139204717597,186.49036332814904,2007.644285638935
31,2019-07-15,QQQ,buy,186.49036332814904,100,186.49036332814904,,
32,2019-07-24,TSLA,sell,17.28663888827132,100,15.645818549129082,17.28663888827132,164.08203391422376
33,2019-07-24,TSLA,buy,17.28663888827132,100,17.28663888827132,,
34,2019-07-25,TSLA,sell,15.574449941019079,100,17.28663888827132,15.574449941019079,-171.21889472522406
35,2019-07-25,TSLA,buy,15.574449941019079,100,15.574449941019079,,
36,2019-07-31,AAPL,sell,51.89026032823405,100,45.534041036425215,51.89026032823405,635.6219291808834
37,2019-08-01,AAPL,buy,51.286048358994655,100,51.286048358994655,,
38,2019-08-15,TSLA,sell,14.731361989130374,100,15.574449941019079,14.731361989130374,-84.30879518887053
39,2019-08-21,TSLA,buy,14.808067155145967,100,14.808067155145967,,
40,2019-10-14,TSLA,sell,16.53492998535242,100,14.808067155145967,16.53492998535242,172.68628302064536
41,2019-10-16,TSLA,buy,17.1679119586429,100,17.1679119586429,,
42,2019-10-21,AAPL,sell,57.1657046314718,100,51.286048358994655,57.1657046314718,587.9656272477142
43,2019-10-21,AAPL,buy,57.1657046314718,100,57.1657046314718,,
44,2019-10-24,TSLA,sell,19.90127829711775,100,17.1679119586429,19.90127829711775,273.33663384748485
45,2019-11-01,TSLA,buy,21.098543365566073,100,21.098543365566073,,
46,2019-11-04,XLF,sell,26.136427154922774,100,23.17270101459956,26.136427154922774,296.3726140323214
47,2019-11-06,XLF,buy,26.21651393697582,100,26.21651393697582,,
48,2019-11-15,AAPL,sell,63.652358713666175,100,57.1657046314718,63.652358713666175,648.6654082194377
49,2019-11-15,AAPL,buy,63.652358713666175,100,63.652358713666175,,
50,2019-11-19,TSLA,sell,23.46172578355877,100,21.098543365566073,23.46172578355877,236.31824179926966
51,2019-11-19,TSLA,buy,23.46172578355877,100,23.46172578355877,,
52,2019-11-25,SPY,sell,284.6306052856052,100,254.4499515560906,284.6306052856052,3018.06537295146
53,2019-11-25,MSFT,sell,142.4934262718033,100,127.38498189314524,142.4934262718033,1510.844437865805
54,2019-11-26,MSFT,buy,142.4934262718033,100,142.4934262718033,,
55,2019-12-09,SPY,buy,286.8749951350347,100,286.8749951350347,,
